7,1,0,3,24,19,1,2,3,0,371,0,0,0,0,0,0,51,2.1429
0,1,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,
1,4,0,11,2,0,11,1,0,2,4,0,0,1,1,0,0,3,1
5,5,0,17,18,10,6,12,4,2,58,0,0,0,0,1,1,10,1
1,1,0,1,1,0,1,0,1,2,2,0,0,0,1,0,0,0,1
1,8,0,1,2,0,0,1,1,2,5,1,0,1,1,0,0,3,1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
7,1,0,4,23,13,1,4,7,0,85,0,2,0,0,0,0,10,1.2857
1,1,0,4,3,0,0,4,1,2,19,0,0,0,1,0,0,18,3
2,1,0,2,5,1,1,1,0,1,17,0,1,0,1,0,0,6,1
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1
36,1,0,15,56,540,9,6,35,0,270,1,0,0,0,1,1,6,1.25
5,2,0,2,11,8,1,2,2,0,39,0,1,0,0,1,4,6,1.2
4,1,0,4,7,0,1,3,2,0,26,1,0,0,0,0,0,5,1
9,2,0,16,21,6,15,4,8,0,66,1,0,0,0,0,0,6,1
2,1,0,4,7,1,0,4,0,2,34,0,0,0,0,0,0,16,1.5
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
43,1,0,5,54,903,3,3,43,1,811,0,0,0,0,0,0,17,3.6744
157,2,0,175,209,12058,3,172,154,0,1919,1,2,0,0,1,1,11,1.3121
52,1,0,18,108,622,0,18,50,0,348,1,5,0,0,0,0,5,1
3,1,0,6,9,0,2,4,3,0,37,1,1,0,0,0,0,11,1.3333
4,1,0,3,13,4,1,2,2,0,61,1,0,0,0,0,0,14,1.25
5,2,0,2,8,6,1,1,2,0,61,0,4,0,0,1,1,10,1
2,4,0,2,4,1,1,2,2,1,13,0,1,0,0,0,0,5,1
46,3,4,21,130,903,4,17,34,0,1006,0,2,0,0,0,0,20,2.1522
2,1,0,2,5,0,1,1,2,0,15,0,0,0,0,0,0,6,1
6,3,0,3,31,0,0,3,5,0,1265,1,0,0,0,1,1,209,2
7,2,0,4,21,3,2,4,7,0,107,1,0,0,0,1,1,13,1.1429
69,1,0,9,115,1726,6,3,62,0,1325,0,0,0,0,1,1,17,2.1014
1,6,0,4,2,0,1,3,1,2,8,1,0,1,1,0,0,6,1
21,1,0,9,82,156,5,7,10,0,765,1,1,0,0,0,0,34,2.4286
6,1,0,7,29,7,3,4,4,0,294,0,0,0,0,0,0,46,4.1667
3,1,0,1,5,0,1,1,2,0,20,1,1,0,0,0,0,5,1
3,4,0,33,6,3,33,0,3,1,16,1,0,1,0,0,0,4,1
1,1,0,7,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1
2,3,0,8,7,1,5,4,2,2,19,0,0,0,0,0,0,8,1
44,1,0,7,81,322,2,6,35,0,1203,1,0,0,0,0,0,26,3.8636
18,3,0,18,55,103,4,18,15,0,352,1,2,0,0,1,1,17,2.3333
0,1,0,6,0,0,5,1,0,2,0,0,0,0,0,0,0,0,
2,3,0,3,7,1,1,3,2,2,68,0,0,0,0,1,1,33,2
5,1,0,1,11,0,1,1,5,0,32,1,0,0,0,0,0,5,1
63,3,0,22,190,1269,5,17,20,0,2371,0,4,0,0,1,7,35,3.0635
2,1,0,10,2,1,8,2,2,2,2,0,0,0,0,0,0,0,1
3,2,0,6,12,0,1,6,2,0,72,0,1,0,0,0,0,22,1.6667
2,1,0,0,4,1,0,0,2,1,10,0,0,0,1,0,0,3,1
42,3,21,47,97,0,21,26,40,0,328,1,1,0,0,2,2,6,1.1905
17,1,0,2,87,100,1,1,9,0,714,0,0,0,0,0,0,40,3.2941
10,2,0,16,23,15,14,5,9,0,74,1,0,0,0,0,0,6,1
18,5,0,13,59,143,3,10,13,0,256,1,1,0,0,3,21,13,1.5
3,1,0,15,3,3,13,2,3,2,3,0,0,0,1,0,0,0,1
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
43,1,0,7,68,0,1,7,42,0,497,0,2,0,0,1,1,10,1.0465
3,3,2,8,6,1,7,1,3,0,25,1,0,0,0,1,1,7,1.6667
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
8,1,0,10,18,14,1,9,6,0,128,1,3,0,0,0,0,14,1.125
5,2,0,2,11,4,0,2,4,0,48,1,0,0,0,1,3,8,1
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
3,1,0,4,6,1,2,3,3,0,22,1,0,0,0,0,0,6,1
5,5,4,7,11,4,4,3,4,0,41,1,0,0,0,1,1,6,1.2
14,2,0,9,24,23,0,9,13,0,429,1,0,0,0,1,5,29,2.4286
11,1,1,9,21,0,3,7,10,0,191,0,1,0,0,1,1,16,2.1818
3,1,0,4,6,1,1,4,1,0,22,0,1,0,0,0,0,6,1
3,1,0,10,15,1,1,10,1,0,96,0,1,0,0,0,0,30,1.6667
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1
52,1,0,28,97,1326,2,27,32,2,393,0,0,0,0,0,0,6,1.1923
1,2,0,2,2,0,1,1,1,2,6,1,0,1,1,0,0,4,1
2,1,0,10,2,1,6,4,2,2,2,0,0,0,0,0,0,0,1
8,1,0,2,9,0,2,0,0,0,1114,0,0,0,0,0,0,138,1.375
137,1,0,72,168,4996,61,13,133,0,2151,1,1,0,0,1,1,14,1.2555
2,1,0,4,20,0,1,3,1,0,132,1,0,0,0,0,0,64,7
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2,1,0,1,3,1,0,1,2,2,7,0,0,0,0,0,0,2,1
7,1,0,2,10,0,1,2,6,0,68,1,1,0,0,0,0,8,1
1,3,0,1,2,0,0,1,0,2,4,0,0,1,1,0,0,3,1
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1
5,2,0,14,18,8,5,10,4,0,64,1,0,0,0,0,0,11,1.4
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
1,1,0,20,1,0,19,1,1,2,1,0,0,0,1,0,0,0,1
4,1,0,3,9,0,1,2,4,0,33,1,1,0,0,0,0,7,1
1,2,0,1,2,0,1,1,0,2,4,0,0,1,1,0,0,3,1
7,1,0,9,15,19,4,5,5,0,300,1,0,0,0,0,0,41,2
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
12,2,1,6,34,66,1,6,11,2,259,0,0,0,0,1,1,20,2.3333
2,1,0,3,4,1,0,3,2,2,21,1,0,0,0,0,0,9,1
3,3,3,5,6,3,3,2,3,2,18,0,0,1,0,0,0,5,1
2,1,0,27,2,1,27,0,2,2,2,0,0,0,1,0,0,0,1
15,1,0,0,15,105,0,0,15,2,30,0,0,0,0,0,0,1,1
2,3,1,3,5,1,1,2,2,2,16,0,0,0,0,0,0,7,2
2,1,0,3,4,0,1,2,2,0,15,0,1,0,0,0,0,6,1
7,1,0,6,28,21,0,6,3,1,237,1,0,0,0,0,0,32,3.2857
23,1,0,12,43,107,2,10,22,0,337,1,3,0,0,1,1,13,1.6957
3,1,1,6,23,3,1,5,2,2,185,0,0,0,0,0,0,60,3
9,1,0,2,12,0,1,2,8,0,88,1,1,0,0,0,0,8,1
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
3,3,0,1,4,1,1,0,0,2,20,0,0,0,0,1,5,5,1.3333
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
2,2,0,1,3,1,1,1,1,2,7,0,0,0,0,1,1,2,1
43,4,0,21,103,831,1,21,7,0,2733,1,11,0,0,4,7,61,3.5349
2,1,0,3,5,1,1,2,1,2,11,0,0,0,0,0,0,4,1
4,2,0,2,14,0,1,2,3,0,51,0,2,0,0,1,1,11,1
6,1,0,2,9,0,1,2,5,0,43,1,1,0,0,0,0,6,1
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1
4,2,0,2,9,0,1,2,4,0,40,0,1,0,0,0,0,8,1.25
8,1,0,2,14,4,1,1,8,0,83,1,1,0,0,0,0,8,1
1,1,0,2,3,0,1,1,0,2,25,0,0,0,0,0,0,23,1
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1
19,4,0,9,36,5,0,9,18,0,152,1,2,0,0,1,1,6,1.0526
1,1,0,0,2,0,0,0,0,2,13,0,0,0,1,0,0,3,1
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1
25,1,0,3,37,0,1,2,24,0,477,1,0,0,0,1,1,17,2.6
5,4,0,10,20,4,1,9,5,0,114,1,1,0,0,2,4,21,2.2
9,3,1,11,45,6,1,10,8,0,353,1,1,0,0,1,1,37,3.4444
13,3,0,14,49,56,0,14,9,0,2042,1,0,0,0,2,10,154,9.9231
3,1,0,2,7,3,1,2,2,1,37,0,1,0,0,0,0,11,1.3333
10,1,0,3,25,43,1,2,3,0,226,1,0,0,0,0,0,21,1.9
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
7,6,0,13,26,21,5,8,2,2,87,0,0,0,0,4,18,11,1.4286
5,1,0,1,8,0,1,0,5,0,55,1,0,0,0,1,1,9,2
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2,5,0,4,3,0,3,1,2,1,14,1,0,0,0,0,0,5,1
5,2,0,4,14,0,0,4,5,0,106,1,0,0,0,0,0,19,2.2
4,3,0,6,19,4,1,5,0,0,807,1,14,0,0,1,3,197,1.5
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
7,2,0,7,20,5,3,4,7,0,127,1,2,0,0,0,0,16,1
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1
3,1,0,3,7,1,1,3,2,0,55,0,2,0,0,0,0,16,2.3333
10,2,0,1,14,45,0,1,9,2,34,0,0,0,0,1,7,2,1
5,1,0,9,16,4,1,9,3,0,131,1,1,0,0,0,0,24,2.6
24,1,0,8,84,276,3,6,17,2,1701,0,0,0,0,0,0,69,5.5
2,2,1,5,3,0,5,0,2,1,14,1,0,0,0,0,0,5,1
4,3,0,6,18,6,1,5,0,2,292,0,0,0,0,2,4,72,1.5
55,2,0,28,154,1063,8,23,48,0,2071,0,6,0,0,2,5,36,3.9636
7,1,1,10,18,15,1,9,6,0,100,1,1,0,0,0,0,13,1.4286
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1
4,1,0,5,6,4,4,1,4,0,20,1,0,0,0,0,0,3,1
9,1,0,4,19,32,1,3,6,0,49,1,0,0,0,0,0,4,1
12,2,0,13,28,22,1,12,10,0,211,1,1,0,0,1,1,16,1.75
3,2,0,12,8,3,5,8,3,2,23,0,0,0,0,0,0,6,1
3,1,0,9,10,1,1,9,1,0,33,0,1,0,0,0,0,9,1
33,2,0,2,38,0,0,2,33,0,264,1,0,0,0,1,2,6,1.0606
4,1,0,2,8,6,0,2,4,2,21,0,0,0,0,0,0,4,1
4,1,0,13,21,4,9,4,2,1,326,1,0,0,0,0,0,80,7.5
50,1,0,31,50,1225,17,15,50,2,50,0,0,0,0,0,0,0,1
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
0,1,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,
4,1,0,7,10,6,1,7,3,2,62,0,0,0,0,0,0,14,2.5
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
4,4,0,10,29,0,1,10,2,0,212,0,2,0,0,1,4,51,4
2,2,0,4,7,0,1,3,2,0,36,1,0,0,0,0,0,16,1
6,1,0,2,8,15,0,2,0,2,26,0,0,0,0,0,0,3,1
6,3,0,8,18,3,2,7,5,0,112,1,3,0,0,0,0,16,1.8333
7,2,0,6,24,0,1,5,7,0,93,1,0,0,0,0,0,12,1.4286
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1
4,1,0,6,9,0,4,2,4,0,31,1,1,0,0,0,0,6,1
11,1,0,4,53,53,1,4,5,0,541,1,1,0,0,1,1,48,5.1818
2,3,0,2,7,1,1,2,0,1,19,0,1,0,0,0,0,8,1
9,2,0,5,31,8,1,4,7,0,272,1,0,0,0,0,0,28,2.5556
36,1,0,16,56,540,10,6,35,0,270,1,0,0,0,1,1,6,1.25
2,2,0,7,3,1,4,3,2,2,9,0,0,0,0,1,1,3,1
11,2,5,10,31,45,6,9,2,0,166,0,6,0,0,1,1,13,1
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1
4,1,0,2,6,0,1,2,3,0,52,0,2,0,0,0,0,11,1.5
56,1,0,64,149,1480,57,11,44,0,3136,1,0,0,0,0,0,54,4.0893
17,1,0,7,28,90,1,6,17,0,140,1,0,0,0,0,0,7,1.2353
10,2,0,6,30,15,2,4,8,0,210,1,0,0,0,0,0,19,2.2
26,4,0,7,50,271,0,7,20,0,392,0,0,0,0,2,3,13,1.7692
2,2,0,3,3,1,2,1,2,2,20,0,0,0,1,1,1,9,1
2,3,2,10,4,1,7,3,0,2,10,0,0,1,0,0,0,4,1
3,1,0,3,9,1,1,2,2,0,64,1,0,0,0,0,0,19,1
2,3,0,9,8,1,5,5,2,2,22,0,0,0,0,0,0,10,1
4,1,0,3,10,4,1,2,2,0,100,1,0,0,0,0,0,23,1
4,7,3,108,5,2,105,3,4,0,41,1,0,0,0,0,0,8,1.25
1,1,0,7,1,0,4,3,1,2,1,0,0,0,1,0,0,0,1
2,1,0,6,2,1,3,3,2,2,2,0,0,0,1,0,0,0,1
4,1,0,2,7,2,1,1,0,0,18,1,0,0,0,0,0,3,1
7,1,0,2,13,13,1,1,1,0,47,1,0,0,0,0,0,5,1
10,1,0,4,21,1,1,4,8,0,118,0,1,0,0,0,0,10,1.6
15,2,2,10,36,99,4,7,12,0,199,1,0,0,0,2,8,12,1.8667
2,3,0,2,4,1,1,1,2,2,12,0,0,0,0,0,0,5,1
17,2,0,5,31,136,0,5,17,1,113,1,0,0,0,1,7,5,1
62,1,0,14,141,1891,6,10,27,1,2520,0,0,0,0,0,0,39,4.4677
3,3,0,6,31,0,1,6,1,0,207,1,0,0,0,1,1,66,4.6667
9,1,0,7,33,36,7,0,7,2,226,0,0,0,0,0,0,24,2.5556
4,5,0,6,10,6,0,6,4,2,58,0,0,0,0,1,1,13,1.25
1,1,0,11,1,0,10,1,1,2,1,0,0,0,1,0,0,0,1
2,4,0,2,4,1,2,0,2,2,10,1,0,1,0,0,0,3,1
2,1,0,0,4,1,0,0,2,1,10,0,0,0,1,0,0,3,1
15,2,0,44,43,71,41,5,11,0,253,1,0,0,0,0,0,15,1.2667
2,1,0,4,6,0,1,4,1,0,83,0,1,0,0,0,0,40,2.5
11,1,0,4,15,35,1,3,11,0,100,1,1,0,0,0,0,7,1.2727
2,3,0,4,6,0,1,3,2,0,19,1,1,0,1,1,1,8,1
3,2,0,4,8,1,3,1,3,0,91,1,0,0,1,1,1,29,1
6,3,0,10,13,15,9,2,5,2,39,0,0,0,0,1,1,5,1
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,
25,1,0,9,39,158,1,8,4,0,561,1,4,0,0,1,1,21,2
321,3,1,17,568,51360,1,16,205,2,6322,0,0,0,0,0,0,18,1.7477
2,1,0,1,4,0,1,0,1,0,29,0,0,0,0,0,0,13,2.5
11,3,0,4,20,27,0,4,10,0,104,1,1,0,0,0,0,7,1.2727
5,4,0,5,21,10,0,5,4,2,71,0,0,0,0,1,1,13,1.2
3,1,0,9,9,1,0,9,3,0,56,0,0,0,0,0,0,16,1.6667
14,1,0,29,22,91,24,6,2,2,256,0,0,0,0,0,0,17,1.7143
4,2,0,2,7,6,1,1,4,2,24,0,0,0,0,0,0,5,1
10,1,0,18,31,31,2,16,6,0,1424,0,1,0,0,0,0,140,4.3
7,1,3,16,19,5,4,13,5,0,149,1,3,0,0,0,0,19,2
3,3,0,6,13,0,0,6,3,0,30,1,0,0,0,0,0,8,1
2,1,0,9,18,0,0,9,2,0,124,1,1,0,0,0,0,60,3.5
5,3,0,19,26,10,8,12,4,2,85,0,0,0,0,0,0,16,2.2
1,1,0,117,1,0,115,2,1,2,1,0,0,0,1,0,0,0,1
6,1,0,10,8,15,10,0,6,2,79,0,0,0,0,0,0,12,2.1667
0,1,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,
4,1,0,1,5,0,1,0,0,0,17,1,1,0,0,0,0,3,1
4,1,0,6,13,0,2,6,2,0,56,0,2,0,0,0,0,12,1.25
2,1,0,3,9,1,1,2,0,1,93,0,1,0,1,0,0,44,4
0,1,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,
2,1,0,2,4,0,1,1,1,0,23,1,1,0,0,0,0,9,1.5
2,1,0,2,3,1,1,1,2,2,9,0,0,0,0,0,0,3,1
2,1,0,2,3,1,1,1,1,2,8,0,0,0,0,0,0,3,1
3,1,0,0,11,3,0,0,3,2,27,0,0,0,0,0,0,8,1.3333
6,3,1,8,22,15,1,7,5,2,111,0,0,0,0,0,0,17,1.6667
5,4,0,5,11,4,1,4,3,1,920,1,0,0,0,1,3,179,1.6
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
4,1,0,2,9,0,1,1,3,0,26,0,0,0,0,0,0,5,1
1,2,0,1,2,0,1,1,0,2,6,0,0,1,1,0,0,5,1
1,3,0,2,2,0,1,1,0,2,4,0,0,1,1,0,0,3,1
3,2,0,3,7,0,1,2,3,0,54,1,0,0,0,1,1,16,1.3333
2,1,0,1,8,1,1,0,1,2,44,0,0,0,0,0,0,21,4
4,1,0,2,6,0,0,2,4,0,19,1,0,0,0,0,0,3,1
16,1,0,10,17,84,4,8,16,0,113,1,1,0,0,0,0,5,1.1875
17,1,0,6,24,14,3,3,15,0,518,1,0,0,0,0,0,28,2.7059
6,1,0,9,19,9,2,7,4,0,118,1,0,0,0,0,0,17,1.1667
15,1,0,14,20,87,4,10,15,0,119,1,6,0,0,0,0,6,1
1,1,0,2,3,0,1,1,0,2,35,0,0,0,0,0,0,33,1
3,2,0,5,12,3,1,4,2,2,44,0,0,0,1,1,1,13,1.6667
23,3,0,21,36,95,10,11,23,0,521,1,1,0,0,2,8,21,2
21,1,0,1,37,190,0,1,20,0,346,1,0,0,0,0,0,15,2.5238
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1
7,1,0,5,10,21,1,5,6,2,43,0,0,0,0,0,0,5,1
7,1,0,3,9,21,1,2,6,2,24,0,0,0,1,0,0,2,1
13,2,0,10,40,6,0,10,12,0,386,1,1,0,0,1,5,28,2.1538
27,1,0,37,172,53,5,35,0,0,3940,1,9,0,0,0,0,143,12.5185
2,2,0,4,9,0,1,3,1,0,30,0,1,0,0,0,0,13,1.5
10,5,0,16,39,13,6,10,10,0,263,0,2,0,0,1,4,24,2.1
11,3,0,10,14,27,4,6,11,0,121,1,0,0,0,2,8,9,1.1818
20,3,0,14,59,120,0,14,12,0,334,1,2,0,0,2,7,15,2
11,2,0,5,22,55,1,5,11,2,120,0,0,0,0,1,2,9,1.1818
3,1,0,5,6,0,1,4,3,0,24,0,2,0,0,0,0,6,1
7,1,0,3,15,0,1,3,6,0,66,1,0,0,0,0,0,8,1.4286
13,1,0,8,39,0,0,8,12,0,578,1,0,0,0,0,0,43,2.8462
15,1,0,11,53,101,10,2,10,0,490,1,0,0,0,0,0,31,4
5,1,0,7,6,0,6,1,5,0,34,1,0,0,0,0,0,5,1
4,3,0,4,15,0,1,4,4,0,56,1,0,0,0,1,1,12,1.25
2,2,0,4,3,1,1,3,2,2,9,0,0,0,0,0,0,3,1
7,1,0,14,30,21,1,13,5,2,285,0,0,0,0,0,0,39,2.4286
2,1,0,5,9,1,1,5,2,2,101,0,0,0,0,0,0,49,1
10,1,0,3,21,0,1,3,10,0,192,1,1,0,0,0,0,17,1.8
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1
20,4,0,8,87,118,0,8,14,0,1048,1,1,0,0,0,0,50,3.65
1,1,0,2,3,0,1,1,0,2,33,0,0,0,0,0,0,31,1
20,2,0,10,56,168,1,9,16,0,202,0,1,0,0,1,1,8,1.15
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
7,2,0,7,23,0,1,7,7,0,82,1,1,0,0,0,0,10,1.1429
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
16,1,0,3,26,120,0,3,1,2,407,0,0,0,0,0,0,24,1.6875
10,1,0,8,32,45,5,5,10,2,249,0,0,0,0,0,0,23,2.2
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
4,4,0,2,7,6,0,2,4,2,27,0,0,1,0,0,0,5,1
22,1,2,17,44,159,2,15,11,0,465,1,2,0,0,0,0,20,2.0909
6,1,0,1,12,0,0,1,6,0,49,1,0,0,0,0,0,6,1
2,1,0,3,4,0,1,2,2,0,15,0,0,0,0,0,0,6,1
2,3,0,6,7,1,2,5,2,2,11,0,0,0,1,0,0,4,1
4,2,1,2,5,6,1,1,3,2,10,0,0,0,0,1,2,1,1
13,1,0,26,24,68,24,2,12,0,420,0,0,0,0,0,0,29,5.5385
20,1,1,17,43,134,1,16,7,0,280,1,4,0,0,0,0,12,1.55
4,1,0,4,8,6,0,4,3,2,67,0,0,0,0,0,0,15,1.5
1,5,2,7,2,0,6,1,0,2,4,0,0,1,1,0,0,3,1
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1
3,3,16,22,5,3,19,3,1,2,11,0,0,0,0,0,0,2,1
6,1,0,5,11,3,1,4,3,0,50,1,1,0,0,0,0,7,1.6667
4,5,0,9,17,6,6,4,3,2,49,0,0,0,0,1,1,11,1.25
4,2,0,4,7,4,3,1,2,0,56,0,4,0,0,1,1,12,1
2,1,0,3,6,0,1,3,1,0,45,0,1,0,0,0,0,21,1.5
2,1,0,1,4,0,1,1,1,0,14,1,1,0,0,0,0,5,1
9,1,0,2,17,6,0,2,9,0,111,1,0,0,0,1,1,11,1.4444
3,1,0,1,5,3,1,1,1,1,19,0,1,0,0,0,0,5,1
3,1,0,1,5,3,0,1,3,1,34,1,0,0,0,0,0,10,1.6667
4,1,0,1,6,0,1,0,4,0,40,1,0,0,0,0,0,8,2
2,1,0,4,4,0,1,3,2,0,16,0,0,0,0,0,0,6,1
8,1,0,9,32,18,3,6,5,0,221,1,2,0,0,0,0,26,2.75
15,3,0,6,34,77,0,6,15,0,423,1,1,0,0,1,1,26,2.2667
1,1,0,10,1,0,9,1,1,2,1,0,0,0,1,0,0,0,1
4,2,1,12,27,6,2,10,2,1,112,0,0,0,1,1,1,26,2.5
6,1,0,6,8,7,5,1,6,0,41,1,1,0,0,0,0,5,1
1,1,0,1,2,0,1,0,1,2,8,0,0,0,1,0,0,6,1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1
3,1,0,4,7,3,2,2,2,2,38,0,0,0,0,0,0,11,2
4,3,0,5,8,0,3,2,4,0,36,0,0,0,0,0,0,7,1.25
5,2,0,2,11,4,0,2,4,0,48,1,0,0,0,1,3,8,1
2,2,0,3,3,1,2,1,2,2,36,0,0,0,1,1,1,17,1
5,4,0,9,14,4,1,8,4,0,165,0,2,0,0,1,1,30,2
82,1,0,12,125,155,1,11,82,0,2107,1,3,0,0,1,1,24,1.439
1,1,0,2,3,0,1,1,0,2,28,0,0,0,0,0,0,26,1
4,1,0,4,8,6,1,4,3,1,30,0,1,0,0,0,0,6,1.5
40,2,0,17,142,686,2,16,23,0,1233,0,2,0,0,1,5,29,2.35
2,2,0,4,3,1,3,1,2,2,23,0,0,0,1,1,1,9,1
3,1,0,2,5,3,1,2,2,1,36,0,1,0,0,0,0,10,1.6667
5,2,0,10,17,0,0,10,5,0,93,1,0,0,0,0,0,17,1.6
6,1,0,8,20,0,3,6,4,0,164,1,2,0,0,0,0,25,2
6,1,0,24,22,1,22,3,5,0,153,1,0,0,0,0,0,23,3.1667
2,1,0,0,3,1,0,0,0,2,12,0,0,0,1,0,0,5,1
5,2,0,11,25,0,0,11,3,0,112,1,1,0,0,1,1,20,1.2
2,1,0,4,6,0,1,3,2,0,71,1,1,0,0,0,0,34,2
2,1,0,4,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1
1,1,0,2,3,0,1,1,0,2,56,0,0,0,0,0,0,54,1
